OBJECTID,MOID,MOTYPE,SELCODE,DSPCODE,UDFTYPE,LDMTYPE,ID,DESCRIPT,YR_INST,YR_RETIRE,ZONE,MATERIAL,LINING,COST_ID,PHASE,ID_1,LENGTH,DIAMETER,ROUGHNESS,MINORLOSS,TOTALIZER,CHK_VALVE,ID_12,DIRECTION,RUN_DIAM,RUN_LENGTH,RUN_ROUGH,FLOW,VELOCITY,HEADLOSS,HL1000,STATUS,MAX_FLOW,MIN_FLOW,AVE_FLOW,MAX_VELOC,MIN_VELOC,AVE_VELOC,MAX_HDLOSS,MIN_HDLOSS,AVE_HDLOSS,SHAPE_Length,Crtical_Xing
307,P1401,0,,,,,P1401,Ductile Iron,,,,,,,,P1401,34.09885143,6,130,,0,0,P1401,1,6,34.1,130,4.83,0.05,0,0,1,4.83,4.83,4.83,0.05,0.05,0.05,0,0,0,34.09885143,0
308,P1403,0,,,,,P1403,Ductile Iron,,,,,,,,P1403,737.6005876,6,130,,0,0,P1403,-1,6,737.6,130,0.17,0,0,0,1,0.17,0.17,0.17,0,0,0,0,0,0,737.6005876,0
309,P1405,0,,,,,P1405,Ductile Iron,,,,,,,,P1405,11.06622537,6,130,,0,0,P1405,-1,6,11.07,130,0.87,0.01,0,0,1,0.87,0.87,0.87,0.01,0.01,0.01,0,0,0,11.06622537,0
310,P1407,0,,,,,P1407,Ductile Iron,,,,,,,,P1407,9.185424862,6,130,,0,0,P1407,-1,6,9.19,130,0.87,0.01,0,0,1,0.87,0.87,0.87,0.01,0.01,0.01,0,0,0,9.185424862,0
311,P1409,0,,,,,P1409,Ductile Iron,,,,,,,,P1409,15.08802707,6,130,,0,0,P1409,0,6,15.09,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.08802707,0
312,P1411,0,,,,,P1411,Ductile Iron,,,,,,,,P1411,563.6466089,6,130,,0,0,P1411,0,6,563.65,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,563.6466089,0
313,P1413,0,,,,,P1413,Ductile Iron,,,,,,,,P1413,40.28210035,6,130,,0,0,P1413,0,6,40.28,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.28210035,0
314,P1415,0,,,,,P1415,Ductile Iron,,,,,,,,P1415,360.431286,6,130,,0,0,P1415,0,6,360.43,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,360.431286,0
315,P1417,0,,,,,P1417,Ductile Iron,,,,,,,,P1417,357.905995,6,130,,0,0,P1417,0,6,357.91,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,357.905995,0
316,P1419,0,,,,,P1419,Ductile Iron,,,,,,,,P1419,181.9315606,6,130,,0,0,P1419,1,6,181.93,130,3.34,0.04,0,0,1,3.34,3.34,3.34,0.04,0.04,0.04,0,0,0,181.9315606,0
317,P1421,0,,,,,P1421,Ductile Iron,,,,,,,,P1421,1055.905539,6,130,,0,0,P1421,1,6,1055.91,130,3.34,0.04,0,0,1,3.34,3.34,3.34,0.04,0.04,0.04,0,0,0,1055.905539,0
318,P1423,0,,,,,P1423,Ductile Iron,,,,,,,,P1423,94.13367377,6,130,,0,0,P1423,1,6,94.13,130,3.2,0.04,0,0,1,3.2,3.2,3.2,0.04,0.04,0.04,0,0,0,94.13367377,0
319,P1425,0,,,,,P1425,Ductile Iron,,,,,,,,P1425,39.83070138,6,130,,0,0,P1425,-1,6,39.83,130,13.23,0.15,0,0.02,1,13.23,13.23,13.23,0.15,0.15,0.15,0,0,0,39.83070138,0
320,P1427,0,,,,,P1427,Ductile Iron,,,,,,,,P1427,309.8130105,6,130,,0,0,P1427,-1,6,309.81,130,13.23,0.15,0.01,0.02,1,13.23,13.23,13.23,0.15,0.15,0.15,0.01,0.01,0.01,309.8130105,0
321,P1429,0,,,,,P1429,Ductile Iron,,,,,,,,P1429,153.6994018,6,130,,0,0,P1429,-1,6,153.7,130,28.5,0.32,0.02,0.1,1,28.5,28.5,28.5,0.32,0.32,0.32,0.02,0.02,0.02,153.6994018,0
322,P1431,0,,,,,P1431,Ductile Iron,,,,,,,,P1431,87.37139658,6,130,,0,0,P1431,1,6,87.37,130,4.48,0.05,0,0,1,4.48,4.48,4.48,0.05,0.05,0.05,0,0,0,87.37139658,0
323,P1433,0,,,,,P1433,Ductile Iron,,,,,,,,P1433,707.8097568,6,130,,0,0,P1433,1,6,707.81,130,4.48,0.05,0,0,1,4.48,4.48,4.48,0.05,0.05,0.05,0,0,0,707.8097568,0
324,P1435,0,,,,,P1435,Ductile Iron,,,,,,,,P1435,178.9961566,6,130,,0,0,P1435,1,6,179,130,3.37,0.04,0,0,1,3.37,3.37,3.37,0.04,0.04,0.04,0,0,0,178.9961566,0
325,P1437,0,,,,,P1437,Ductile Iron,,,,,,,,P1437,39.82207674,6,130,,0,0,P1437,1,6,39.82,130,0.56,0.01,0,0,1,0.56,0.56,0.56,0.01,0.01,0.01,0,0,0,39.82207674,0
326,P1439,0,,,,,P1439,Ductile Iron,,,,,,,,P1439,325.1732085,6,130,,0,0,P1439,1,6,325.17,130,0.56,0.01,0,0,1,0.56,0.56,0.56,0.01,0.01,0.01,0,0,0,325.1732085,0
327,P1441,0,,,,,P1441,Ductile Iron,,,,,,,,P1441,295.6924926,6,130,,0,0,P1441,-1,6,295.69,130,32.84,0.37,0.04,0.13,1,32.84,32.84,32.84,0.37,0.37,0.37,0.04,0.04,0.04,295.6924926,1
328,P1443,0,,,,,P1443,Ductile Iron,,,,,,,,P1443,76.75829117,6,130,,0,0,P1443,-1,6,76.76,130,32.84,0.37,0.01,0.13,1,32.84,32.84,32.84,0.37,0.37,0.37,0.01,0.01,0.01,76.75829117,1
329,P1445,0,,,,,P1445,Ductile Iron,,,,,,,,P1445,675.1336867,6,130,,0,0,P1445,-1,6,675.13,130,32.98,0.37,0.09,0.13,1,32.98,32.98,32.98,0.37,0.37,0.37,0.09,0.09,0.09,675.1336867,1
330,P1447,0,,,,,P1447,Ductile Iron,,,,,,,,P1447,679.975015,6,130,,0,0,P1447,-1,6,679.98,130,32.98,0.37,0.09,0.13,1,32.98,32.98,32.98,0.37,0.37,0.37,0.09,0.09,0.09,679.975015,1
331,P1449,0,,,,,P1449,Ductile Iron,,,,,,,,P1449,516.1322743,6,130,,0,0,P1449,-1,6,516.13,130,32.98,0.37,0.07,0.13,1,32.98,32.98,32.98,0.37,0.37,0.37,0.07,0.07,0.07,516.1322743,1
332,P1451,0,,,,,P1451,Ductile Iron,,,,,,,,P1451,585.8657787,6,130,,0,0,P1451,-1,6,585.87,130,32.98,0.37,0.08,0.13,1,32.98,32.98,32.98,0.37,0.37,0.37,0.08,0.08,0.08,585.8657787,1
333,P1453,0,,,,,P1453,Ductile Iron,,,,,,,,P1453,122.2416235,6,130,,0,0,P1453,-1,6,122.24,130,21.2,0.24,0.01,0.06,1,21.2,21.2,21.2,0.24,0.24,0.24,0.01,0.01,0.01,122.2416235,1
334,P1455,0,,,,,P1455,Ductile Iron,,,,,,,,P1455,282.1254682,6,130,,0,0,P1455,-1,6,282.13,130,21.2,0.24,0.02,0.06,1,21.2,21.2,21.2,0.24,0.24,0.24,0.02,0.02,0.02,282.1254682,1
335,P1457,0,,,,,P1457,Ductile Iron,,,,,,,,P1457,2327.229652,6,130,,0,0,P1457,-1,6,2327.23,130,11.78,0.13,0.05,0.02,1,11.78,11.78,11.78,0.13,0.13,0.13,0.05,0.05,0.05,2327.229652,0
336,P1459,0,,,,,P1459,Ductile Iron,,,,,,,,P1459,28.68715262,6,130,,0,0,P1459,-1,6,28.69,130,5.7,0.06,0,0,1,5.7,5.7,5.7,0.06,0.06,0.06,0,0,0,28.68715262,0
337,P1461,0,,,,,P1461,Ductile Iron,,,,,,,,P1461,192.7225832,6,130,,0,0,P1461,-1,6,192.72,130,5.7,0.06,0,0.01,1,5.7,5.7,5.7,0.06,0.06,0.06,0,0,0,192.7225832,0
338,P1463,0,,,,,P1463,Ductile Iron,,,,,,,,P1463,316.4482271,6,130,,0,0,P1463,-1,6,316.45,130,5.7,0.06,0,0.01,1,5.7,5.7,5.7,0.06,0.06,0.06,0,0,0,316.4482271,0
339,P1465,0,,,,,P1465,Ductile Iron,,,,,,,,P1465,442.942444,6,130,,0,0,P1465,-1,6,442.94,130,5.7,0.06,0,0.01,1,5.7,5.7,5.7,0.06,0.06,0.06,0,0,0,442.942444,0
340,P1467,0,,,,,P1467,Ductile Iron,,,,,,,,P1467,117.7507131,6,130,,0,0,P1467,-1,6,117.75,130,5.7,0.06,0,0.01,1,5.7,5.7,5.7,0.06,0.06,0.06,0,0,0,117.7507131,0
341,P1469,0,,,,,P1469,Ductile Iron,,,,,,,,P1469,221.1501187,6,130,,0,0,P1469,0,6,221.15,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,221.1501187,0
342,P1471,0,,,,,P1471,Ductile Iron,,,,,,,,P1471,62.02162427,6,130,,0,0,P1471,0,6,62.02,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62.02162427,0
343,P1473,0,,,,,P1473,Ductile Iron,,,,,,,,P1473,251.7074669,6,130,,0,0,P1473,-1,6,251.71,130,5.7,0.06,0,0.01,1,5.7,5.7,5.7,0.06,0.06,0.06,0,0,0,251.7074669,0
344,P1475,0,,,,,P1475,Ductile Iron,,,,,,,,P1475,278.8330744,6,130,,0,0,P1475,-1,6,278.83,130,5.7,0.06,0,0.01,1,5.7,5.7,5.7,0.06,0.06,0.06,0,0,0,278.8330744,0
345,P1477,0,,,,,P1477,Ductile Iron,,,,,,,,P1477,268.1853779,6,130,,0,0,P1477,0,6,268.19,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,268.1853779,0
346,P1479,0,,,,,P1479,Ductile Iron,,,,,,,,P1479,22.66287931,6,130,,0,0,P1479,-1,6,22.66,130,17.87,0.2,0,0.04,1,17.87,17.87,17.87,0.2,0.2,0.2,0,0,0,22.66287931,0
347,P1481,0,,,,,P1481,Ductile Iron,,,,,,,,P1481,482.2034507,6,130,,0,0,P1481,-1,6,482.2,130,17.87,0.2,0.02,0.04,1,17.87,17.87,17.87,0.2,0.2,0.2,0.02,0.02,0.02,482.2034507,0
348,P1483,0,,,,,P1483,Ductile Iron,,,,,,,,P1483,339.374716,6,130,,0,0,P1483,-1,6,339.37,130,17.87,0.2,0.01,0.04,1,17.87,17.87,17.87,0.2,0.2,0.2,0.01,0.01,0.01,339.374716,0
349,P1485,0,,,,,P1485,Ductile Iron,,,,,,,,P1485,34.96995781,6,130,,0,0,P1485,-1,6,34.97,130,17.41,0.2,0,0.04,1,17.41,17.41,17.41,0.2,0.2,0.2,0,0,0,34.96995781,0
350,P1487,0,,,,,P1487,Ductile Iron,,,,,,,,P1487,630.8574088,6,130,,0,0,P1487,-1,6,630.86,130,17.41,0.2,0.03,0.04,1,17.41,17.41,17.41,0.2,0.2,0.2,0.03,0.03,0.03,630.8574088,0
