Year,PipeID,Action,Cost,Priority_Score,Condition_Before
25,MH-2-058_MH-2-054,Lining,17369.839368,0.528168405605836,1.2208505835921362
25,MH-3-066_MH-3-065,Lining,24128.044906,0.5246155243748849,1.2990903343929556
25,MH-2-033_MH-2-032,Replacement,25887.021714,0.5155709427887674,1.4843819461636303
26,MH-4-016_MH-4-015,Lining,28079.303525,0.5971611492826924,1.3304844639639022
26,MH-3-048_MH-3-047,Replacement,18846.150147,0.5672186749367679,1.433895075366806
26,MH-2-012_MH-2-011,Lining,17888.559353,0.5639033817344851,1.205874591638514
26,MH-3-045_MH-3-044,Lining,11090.818354,0.5583163215123452,1.2692626194842764
26,MH-2-016_MH-2-015,Replacement,33977.004021,0.5478462494602673,1.3982731119241307
26,MH-4-055_MH-4-054,Replacement,7676.7027822,0.5446774901597877,1.4066351999567348
26,MH-5-013_MH-5-012,Lining,4506.491121999999,0.5323181457764894,1.213130638628521
26,MH-4-003_MH-4-002,Replacement,21448.943262,0.5286266937647521,1.6064529150974436
26,MH-3-023_MH-3-022,Lining,2734.5801014,0.43798858139337776,1.4030251170228405
26,MH-3-063_MH-3-062,Replacement,1707.9711048,0.21207794297237162,2.602386138804121
27,MH-3-017_MH-3-014,Replacement,12970.517715,19.467206644916022,1.0128409321331575
27,MH-2-062_MH-2-061,Replacement,9827.021763,1.6045344652188545,1.198817833105084
27,MH-2-057_MH-2-056,Lining,15471.18146,0.5890686786118318,1.1944114297023662
27,MH-3-020_MH-3-019,Replacement,6294.922578000001,0.5877360899093991,1.4539560689185789
27,MH-3-014_MH-3-013,Replacement,26174.151837,0.5783087841311544,1.541930058551383
27,MH-2-088_MH-2-087,Replacement,15153.827346,0.5755014080886828,1.4492722760276957
27,MH-1-006_MH-1-005,Lining,15596.543977,0.5747345111002663,1.148644730035859
27,MH-3-032_MH-3-031,Replacement,9833.043555,0.5708400744042386,1.3964097983766242
27,MH-2-034_MH-2-033,Replacement,20702.153817,0.5677420483985154,1.5046494026799888
27,MH-3-039_MH-3-038,Replacement,14757.292809,0.5551783475911836,1.6444203867476475
28,MH-3-024_MH-3-023,Lining,20439.735442,71.24999999999999,1.0
28,MH-5-042_MH-5-041,Replacement,5048.039079900001,0.7370757158591945,1.3904867059887058
28,MH-5-014_MH-5-013,Lining,17297.6405,0.651822102696016,1.1769146893418643
28,MH-3-046_MH-3-045,Lining,28124.395159,0.6415237720837512,1.207331246768477
28,MH-3-004_MH-3-003,Lining,26165.92265,0.6283791674332692,1.1466637852801396
28,MH-5-035_MH-5-034,Lining,10565.748263,0.6275647700258401,1.1813050000331244
28,MH-6-010_MH-6-009,Replacement,31213.959533999998,0.6046626034286635,1.5058630419308132
28,MH-2-063_MH-2-059,Replacement,5704.870446,0.601248014067746,1.6407170670864264
28,MH-1-023_MH-1-022,Replacement,3452.6713112999996,0.5277032091485648,1.4418464443682335
29,MH-2-029_MH-2-028,Lining,7603.913982,71.25,1.0
29,MH-4-041_MH-4-040,Lining,18560.996664000002,71.25,1.0
29,MH-5-033_MH-5-032,Replacement,24584.237019,1.814530095930221,1.136136061960802
29,MH-3-062_MH-3-061,Lining,8422.326717,0.6947680980152746,1.2058735489420118
29,MH-2-052_MH-2-051,Replacement,4756.5604233,0.682990058118774,1.337655317819033
29,MH-2-056_MH-2-055,Replacement,26023.784994,0.6586344531887122,1.5133807730386486
29,MH-5-021_MH-5-020,Replacement,23711.915592,0.6500285793967753,1.4600364340450933
29,MH-3-011_MH-3-010,Lining,14397.899789000001,0.6455247425573876,1.287621681495063
29,MH-3-052_MH-3-051,Lining,13350.575252,0.6328555850058234,1.1751637049052108
29,MH-3-018_MH-3-017,Replacement,6341.068512,0.5867361782442492,1.4379010491263071
30,MH-3-021_MH-3-020,Replacement,6649.0580007,0.730823794093325,1.3962844045815774
30,MH-4-051_MH-4-050,Replacement,11661.603435,0.7070502276571982,1.414110497627717
30,MH-3-070_MH-3-069A,Lining,22145.522756,0.7040262507105712,1.1772304516705658
30,MH-4-015_MH-4-013,Lining,14590.762060000001,0.7005035617738781,1.2202856682879424
30,MH-2-096_MH-2-095,Lining,12509.753018000001,0.6972827569099025,1.375612985206815
30,MH-3-049_MH-3-042,Lining,15449.905373,0.6835336794350665,1.2683940406040697
30,MH-2-019_MH-2-018,Replacement,19653.532551,0.6793008810527735,1.3386502376322078
30,MH-4-066_MH-4-065,Lining,16818.025224,0.6772791323370015,1.4183131063019045
30,MH-5-063_MH-5-062,Replacement,11946.536631,0.6719487773484837,1.3926933667295045
30,MH-2-061_MH-2-060,Lining,14132.515368999999,0.6526513627007972,1.1668837399470282
30,MH-5-008_MH-5-007,Replacement,2437.6135806,0.2740690893360025,1.8353115124037427
31,MH-2-070_MH-2-069,Replacement,20957.350274999997,4.363654070519736,1.068640138615903
31,MH-2-080_MH-2-079,Lining,27545.539049,2.344982094776972,1.1278175374210027
31,MH-2-091_MH-2-090,Replacement,35952.932565,0.7902560396617777,1.3638302936125701
31,MH-6-011_MH-6-010,Replacement,33406.480214999996,0.785489825988641,1.3231461477214883
31,MH-3-047_MH-3-046,Replacement,20569.452696,0.7385613871022564,1.316245213474634
31,MH-4-044_MH-4-043,Replacement,5821.5614157,0.711846477817119,1.3484324267178815
31,MH-1-002_MH-1-001,Replacement,2593.6669755000003,0.670894528553025,1.4619236733721184
32,MH-1-014_MH-1-013,Lining,12542.14668,71.24999999999999,1.0
32,MH-4-063_MH-4-061,Replacement,5771.772022499999,55.49019607843137,1.0
32,MH-4-052_MH-4-051,Replacement,14876.712297,0.8603885208977824,1.255173965831121
32,MH-4-053_MH-4-052,Replacement,15384.303693,0.8582359814369637,1.3277825425678769
32,MH-5-024_MH-5-022,Replacement,4065.9217820999997,0.832007537186649,1.3370337045071967
32,MH-3-060_MH-3-059,Replacement,27032.885703,0.8309490315390247,1.2156445875477677
32,MH-2-055_MH-2-054,Lining,14357.908544000002,0.8188413127704526,1.1351386645040857
32,MH-4-060_MH-4-059,Replacement,13137.393419999999,0.8141011247370283,1.3038671055726414
32,MH-5-058_MH-5-057,Replacement,8126.2505331,0.8125714615005408,1.2180223079549868
32,MH-5-038_MH-5-035,Replacement,6285.879477,0.7956577562475877,1.282102234761971
32,MH-4-043_MH-4-004,Replacement,24105.365226,0.7576755431442918,1.3663133795470541
32,MH-4-079_MH-4-007,Replacement,1241.1110294999999,0.24578508936228205,2.604794425751155
33,MH-5-037_MH-5-036,Replacement,25942.245381,55.49019607843138,1.0
33,MH-3-016_MH-3-015,Replacement,9816.881283,55.490196078431374,1.0
33,MH-6-025_MH-6-024,Replacement,21487.280841,55.49019607843136,1.0
33,MH-1-012_MH-1-011,Replacement,1281.0401793,55.482747863266034,1.0
